ID Number,Preferred Pronouns,Current Grade Level,Program,First Paying Job,Know employee,Applied Before,Comfortable speaking to crowd,Uncomfortable with,Extra activities,Commit Summer,Commit Weekday,Hear about source,Application Year,Current Age,Rejected,EECode,EarnHours,EarnRate,EarnAmount,Dist Position Desc,Year,Month
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,27.84,13.0,361.92,WILD Steward,2022.0,9.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,24.65,13.0,320.45,WILD Steward,2022.0,10.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,27.99,13.0,363.87,WILD Steward,2022.0,11.0
1475.0,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,0,1475.0,53.23,13.0,691.99,WILD Steward,2022.0,12.0
,neutral,12.0,other,0,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,invertebrates,0,yes,yes,school,2022,,1,,,,,,,
,neutral,12.0,other,0,0,0,1.0,none,0,yes,yes,friend,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,homeschool,1,0,0,1.0,none,0,yes,yes,friend,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
,feminine,9.0,other,1,0,0,1.0,invertebrates,1,yes,yes,school,2022,,1,,,,,,,
,feminine,10.0,other,1,0,0,1.0,none,1,yes,unsure,school,2022,,1,,,,,,,
,masculine,9.0,other,1,0,0,1.0,none,1,unsure,yes,school,2022,,1,,,,,,,
,masculine,9.0,other,1,0,0,1.0,none,1,unsure,yes,school,2022,,1,,,,,,,
,feminine,11.0,other,1,0,0,1.0,invertebrates,0,yes,yes,school,2022,,1,,,,,,,
,feminine,9.0,other,0,0,0,1.0,none,1,yes,unsure,friend,2022,,1,,,,,,,
,feminine,11.0,zoocamp,1,0,1,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
,feminine,9.0,other,1,0,1,1.0,none,0,yes,yes,school,2022,,1,,,,,,,
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,20.88,13.0,271.44,WILD Steward,2022.0,5.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,74.87,13.0,973.31,WILD Steward,2022.0,6.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,72.0,0.0,0.0,WILD Steward,2022.0,6.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,130.12,13.0,1691.56,WILD Steward,2022.0,7.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,32.0,0.0,0.0,WILD Steward,2022.0,8.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,46.34,13.0,602.42,WILD Steward,2022.0,8.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,28.96,13.0,376.48,WILD Steward,2022.0,9.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,30.53,13.0,396.89,WILD Steward,2022.0,10.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,4.5,13.0,58.5,WILD Steward,2022.0,11.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,17.61,13.0,228.93,WILD Steward,2022.0,11.0
1480.0,feminine,9.0,other,1,0,1,1.0,invertebrates,1,yes,yes,school,2022,,0,1480.0,31.19,13.0,405.47,WILD Steward,2022.0,12.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,13.88,13.0,180.44,WILD Steward,2022.0,5.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,128.1,13.0,1665.3,WILD Steward,2022.0,6.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,106.18,13.0,1380.34,WILD Steward,2022.0,7.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,60.61,13.0,787.9300000000001,WILD Steward,2022.0,8.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,27.71,13.0,360.23,WILD Steward,2022.0,9.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,23.42,13.0,304.46,WILD Steward,2022.0,10.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,13.85,13.0,180.05,WILD Steward,2022.0,11.0
1482.0,feminine,10.0,other,1,0,0,1.0,none,1,yes,yes,other,2022,,0,1482.0,45.89,13.0,596.5699999999999,WILD Steward,2022.0,12.0
,masculine,10.0,other,0,1,0,1.0,none,1,unsure,yes,friend,2022,,1,,,,,,,
,feminine,10.0,other,0,1,0,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
,masculine,10.0,other,1,0,0,1.0,invertebrates,1,yes,yes,friend,2022,,1,,,,,,,
,masculine,10.0,other,0,0,0,1.0,none,1,yes,yes,friend,2022,,1,,,,,,,
,masculine,9.0,other,1,1,0,1.0,invertebrates,1,yes,unsure,friend,2022,,1,,,,,,,
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,13.76,13.0,178.88,WILD Steward,2022.0,5.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,118.56,13.0,1541.28,WILD Steward,2022.0,6.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,16.0,0.0,0.0,WILD Steward,2022.0,6.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,103.21,13.0,1341.73,WILD Steward,2022.0,7.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,61.67,13.0,801.71,WILD Steward,2022.0,8.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,27.64,13.0,359.32,WILD Steward,2022.0,9.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,16.98,13.0,220.74,WILD Steward,2022.0,10.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,34.96,13.0,454.48,WILD Steward,2022.0,11.0
1484.0,feminine,9.0,other,0,1,0,1.0,invertebrates,1,yes,yes,friend,2022,,0,1484.0,41.18,13.0,535.3399999999999,WILD Steward,2022.0,12.0
,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,14.0,1,,,,,,,
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,21.12,8.65,182.69,WILD Steward,2021.0,4.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,19.17,8.65,165.82,WILD Steward,2021.0,5.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,7.55,8.65,65.31,WILD Steward,2021.0,6.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,84.42,10.0,844.1999999999999,WILD Steward,2021.0,6.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,129.72,10.0,1297.2,WILD Steward,2021.0,7.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,7.76,15.0,116.4,WILD Steward,2021.0,7.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,44.96,10.0,449.6,WILD Steward,2021.0,8.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,12.99,10.0,129.9,WILD Steward,2021.0,9.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,28.49,10.0,284.9,WILD Steward,2021.0,10.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,5.15,13.5,69.53,WILD Steward,2021.0,10.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,32.76,13.5,442.27,WILD Steward,2021.0,11.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,57.32,13.5,773.8499999999999,WILD Steward,2021.0,12.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,23.6,13.5,318.62,WILD Steward,2022.0,1.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,21.37,13.5,288.51,WILD Steward,2022.0,2.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,25.59,13.5,345.49,WILD Steward,2022.0,3.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,34.0,13.5,459.02,WILD Steward,2022.0,4.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,19.69,13.5,265.82,WILD Steward,2022.0,5.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,76.02,13.5,1026.31,WILD Steward,2022.0,6.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,24.0,0.0,0.0,WILD Steward,2022.0,6.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,125.1,13.5,1688.93,WILD Steward,2022.0,7.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,54.16,13.5,731.2,WILD Steward,2022.0,8.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,16.0,0.0,0.0,WILD Steward,2022.0,8.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,20.93,13.5,282.57,WILD Steward,2022.0,9.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,38.36,13.5,517.89,WILD Steward,2022.0,10.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,26.28,13.5,354.8,WILD Steward,2022.0,11.0
1229.0,feminine,10.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,15.0,0,1229.0,38.93,13.5,525.58,WILD Steward,2022.0,12.0
,masculine,9.0,,1,0,0,1.0,reptiles,0,yes,yes,friend,2021,14.0,1,,,,,,,
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,5.5,13.0,71.5,WILD Steward,2022.0,4.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,20.88,13.0,271.44,WILD Steward,2022.0,5.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,74.87,13.0,973.31,WILD Steward,2022.0,6.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,72.0,0.0,0.0,WILD Steward,2022.0,6.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,130.12,13.0,1691.56,WILD Steward,2022.0,7.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,32.0,0.0,0.0,WILD Steward,2022.0,8.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,46.34,13.0,602.42,WILD Steward,2022.0,8.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,28.96,13.0,376.48,WILD Steward,2022.0,9.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,30.53,13.0,396.89,WILD Steward,2022.0,10.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,4.5,13.0,58.5,WILD Steward,2022.0,11.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,17.61,13.0,228.93,WILD Steward,2022.0,11.0
1480.0,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,0,1480.0,31.19,13.0,405.47,WILD Steward,2022.0,12.0
1231.0,feminine,10.0,,1,0,0,1.0,none,0,yes,yes,social media,2021,16.0,0,1231.0,22.33,8.65,193.16,WILD Steward,2021.0,4.0
1231.0,feminine,10.0,,1,0,0,1.0,none,0,yes,yes,social media,2021,16.0,0,1231.0,31.22,8.65,270.05,WILD Steward,2021.0,5.0
1231.0,feminine,10.0,,1,0,0,1.0,none,0,yes,yes,social media,2021,16.0,0,1231.0,7.57,8.65,65.49,WILD Steward,2021.0,6.0
1231.0,feminine,10.0,,1,0,0,1.0,none,0,yes,yes,social media,2021,16.0,0,1231.0,51.62,10.0,516.2,WILD Steward,2021.0,6.0
,feminine,8.0,,1,0,0,1.0,invertebrates,0,unsure,yes,other,2021,13.0,1,,,,,,,
,neutral,9.0,,1,1,0,1.0,none,0,yes,yes,school,2021,15.0,1,,,,,,,
,masculine,9.0,,1,0,0,1.0,birds,0,yes,yes,school,2021,15.0,1,,,,,,,
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.82,8.65,119.54,WILD Steward,2021.0,4.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,19.07,8.65,164.96,WILD Steward,2021.0,5.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,7.2,8.65,62.28,WILD Steward,2021.0,6.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,83.62,10.0,836.1999999999999,WILD Steward,2021.0,6.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,24.57,10.0,245.7,WILD Steward,2021.0,7.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,31.39,10.0,313.9,WILD Steward,2021.0,8.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.32,10.0,133.2,WILD Steward,2021.0,9.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,12.4,10.0,124.0,WILD Steward,2021.0,10.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,6.05,13.5,81.68,WILD Steward,2021.0,10.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,6.0,13.5,81.01,WILD Steward,2021.0,11.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,29.31,13.5,395.71,WILD Steward,2021.0,12.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.36,13.5,180.36,WILD Steward,2022.0,1.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,8.1,13.5,109.36,WILD Steward,2022.0,2.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,50.62,13.5,683.39,WILD Steward,2022.0,3.0
,feminine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,1,,,,,,,
,feminine,10.0,,1,0,0,1.0,birds,0,yes,yes,friend,2021,15.0,1,,,,,,,
,feminine,10.0,,1,1,0,0.0,invertebrates,0,yes,yes,friend,2021,16.0,1,,,,,,,
,masculine,8.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,14.0,1,,,,,,,
,masculine,8.0,,1,0,0,0.0,none,0,yes,no,school,2021,14.0,1,,,,,,,
,masculine,9.0,,1,0,0,0.0,none,0,yes,yes,social media,2021,15.0,1,,,,,,,
,feminine,8.0,,1,0,0,1.0,mammals,0,yes,yes,school,2021,14.0,1,,,,,,,
,feminine,10.0,,1,0,0,1.0,invertebrates,0,yes,yes,other,2021,15.0,1,,,,,,,
,feminine,9.0,,1,0,0,1.0,none,0,yes,yes,school,2021,15.0,1,,,,,,,
,masculine,8.0,,1,0,0,1.0,none,0,yes,yes,school,2021,13.0,1,,,,,,,
,masculine,8.0,other,1,0,0,0.0,,0,yes,yes,school,2021,14.0,1,,,,,,,
,feminine,8.0,,1,0,0,1.0,none,0,yes,yes,school,2021,14.0,1,,,,,,,
,feminine,12.0,,1,0,0,1.0,reptiles,0,yes,yes,school,2021,17.0,1,,,,,,,
,masculine,9.0,other,1,0,0,1.0,invertebrates,0,yes,unsure,other,2021,14.0,1,,,,,,,
,neutral,8.0,,1,0,0,0.0,invertebrates,0,yes,yes,school,2021,13.0,1,,,,,,,
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.82,8.65,119.54,WILD Steward,2021.0,4.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,19.07,8.65,164.96,WILD Steward,2021.0,5.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,7.2,8.65,62.28,WILD Steward,2021.0,6.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,83.62,10.0,836.1999999999999,WILD Steward,2021.0,6.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,24.57,10.0,245.7,WILD Steward,2021.0,7.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,31.39,10.0,313.9,WILD Steward,2021.0,8.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.32,10.0,133.2,WILD Steward,2021.0,9.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,12.4,10.0,124.0,WILD Steward,2021.0,10.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,6.05,13.5,81.68,WILD Steward,2021.0,10.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,6.0,13.5,81.01,WILD Steward,2021.0,11.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,29.31,13.5,395.71,WILD Steward,2021.0,12.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,13.36,13.5,180.36,WILD Steward,2022.0,1.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,8.1,13.5,109.36,WILD Steward,2022.0,2.0
1230.0,masculine,8.0,zoocamp,1,0,0,1.0,invertebrates,0,unsure,yes,school,2021,14.0,0,1230.0,50.62,13.5,683.39,WILD Steward,2022.0,3.0
,,10.0,,1,0,0,1.0,invertebrates,0,yes,yes,school,2021,15.0,1,,,,,,,
,masculine,9.0,,1,0,0,1.0,birds,0,,no,school,2021,14.0,1,,,,,,,
,masculine,8.0,,1,0,0,1.0,birds,0,yes,yes,school,2021,15.0,1,,,,,,,
,feminine,10.0,,0,0,0,1.0,invertebrates,0,yes,yes,school,2021,16.0,1,,,,,,,
,masculine,9.0,,1,0,0,1.0,none,0,yes,yes,other,2021,14.0,1,,,,,,,
,masculine,8.0,,1,1,0,1.0,invertebrates,0,yes,yes,school,2021,15.0,1,,,,,,,
,feminine,10.0,zoocamp,1,0,0,0.0,none,0,yes,yes,other,2021,15.0,1,,,,,,,
,feminine,,,0,0,0,1.0,none,0,yes,yes,school,2021,18.0,1,,,,,,,
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,22.58,8.65,195.31,WILD Steward,2021.0,4.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,26.0,8.65,224.91,WILD Steward,2021.0,5.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,7.35,8.65,63.58,WILD Steward,2021.0,6.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,105.72,10.0,1057.2,WILD Steward,2021.0,6.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,152.99,10.0,1529.9,WILD Steward,2021.0,7.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,39.98,10.0,399.8,WILD Steward,2021.0,8.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,20.91,10.0,209.1,WILD Steward,2021.0,9.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,28.67,10.0,286.7,WILD Steward,2021.0,10.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,42.18,13.5,569.45,WILD Steward,2021.0,11.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,63.85,13.5,862.01,WILD Steward,2021.0,12.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,25.57,13.5,345.22,WILD Steward,2022.0,1.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,19.12,13.5,258.12,WILD Steward,2022.0,2.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,59.49,13.5,803.1499999999999,WILD Steward,2022.0,3.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,30.53,13.5,412.17,WILD Steward,2022.0,4.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,25.49,13.5,344.13,WILD Steward,2022.0,5.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,85.94,13.5,1160.25,WILD Steward,2022.0,6.0
1228.0,feminine,9.0,,1,0,0,1.0,invertebrates,0,yes,yes,friend,2021,15.0,0,1228.0,94.78,13.5,1279.6,WILD Steward,2022.0,7.0
,feminine,9.0,,1,0,0,0.0,invertebrates,0,yes,yes,friend,2021,16.0,1,,,,,,,
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,22.72,8.65,196.53,WILD Steward,2021.0,4.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,25.85,8.65,223.61,WILD Steward,2021.0,5.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,7.28,8.65,62.97,WILD Steward,2021.0,6.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,104.9,10.0,1049.0,WILD Steward,2021.0,6.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,155.63,10.0,1556.3,WILD Steward,2021.0,7.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,53.44,10.0,534.4,WILD Steward,2021.0,8.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,28.41,10.0,284.1,WILD Steward,2021.0,9.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,17.78,10.0,177.8,WILD Steward,2021.0,10.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,33.61,13.5,453.75,WILD Steward,2021.0,11.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,42.98,13.5,580.25,WILD Steward,2021.0,12.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,6.53,13.5,88.16,WILD Steward,2022.0,1.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,19.25,13.5,259.89,WILD Steward,2022.0,2.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,55.97,13.5,755.6299999999999,WILD Steward,2022.0,3.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,24.52,13.5,331.03,WILD Steward,2022.0,4.0
1227.0,masculine,11.0,,1,0,0,1.0,invertebrates,0,yes,yes,family,2021,17.0,0,1227.0,34.26,13.5,462.54,WILD Steward,2022.0,5.0
,feminine,11.0,,0,0,0,1.0,reptiles,0,yes,no,school,2021,16.0,1,,,,,,,
